Date,Person,Item
03-06-2000,302,butter
03-06-2000,302,pork
03-06-2000,302,soda
03-06-2000,302,ketchup
03-06-2000,302,mixes
03-06-2000,302,mixes
03-06-2000,302,bagels
04-06-2000,303,vegetables
04-06-2000,303,coffee/tea
04-06-2000,303,cheeses
04-06-2000,303,sandwich bags
04-06-2000,303,dinner rolls
04-06-2000,303,waffles
04-06-2000,303,vegetables
04-06-2000,303,sandwich bags
04-06-2000,303,dishwashing liquid/detergent
04-06-2000,303,yogurt
04-06-2000,304,spaghetti sauce
04-06-2000,304,poultry
04-06-2000,304,coffee/tea
04-06-2000,304,vegetables
04-06-2000,304,tortillas
04-06-2000,304,hand soap
04-06-2000,304,all- purpose
04-06-2000,304,sugar
04-06-2000,304,paper towels
04-06-2000,304,coffee/tea
04-06-2000,304,pasta
04-06-2000,304,vegetables
04-06-2000,304,all- purpose
04-06-2000,304,ketchup
04-06-2000,304,toilet paper
04-06-2000,304,juice
04-06-2000,304,sandwich bags
04-06-2000,304,eggs
04-06-2000,304,dinner rolls
04-06-2000,304,bagels
04-06-2000,304,toilet paper
04-06-2000,304,vegetables
04-06-2000,304,sugar
04-06-2000,304,flour
04-06-2000,304,soap
04-06-2000,304,laundry detergent
04-06-2000,304,pork
04-06-2000,304,mixes
04-06-2000,305,coffee/tea
04-06-2000,305,butter
04-06-2000,305,vegetables
04-06-2000,305,soda
04-06-2000,305,hand soap
04-06-2000,305,hand soap
04-06-2000,305,laundry detergent
04-06-2000,305,sugar
04-06-2000,305,butter
04-06-2000,305,aluminum foil
04-06-2000,305,soda
04-06-2000,305,soap
04-06-2000,305,soap
04-06-2000,305,coffee/tea
04-06-2000,305,sandwich loaves
04-06-2000,305,soda
04-06-2000,305,individual meals
04-06-2000,305,sugar
04-06-2000,305,aluminum foil
04-06-2000,305,tortillas
04-06-2000,305,vegetables
04-06-2000,305,shampoo
04-06-2000,305,pasta
04-06-2000,305,sugar
04-06-2000,305,fruits
04-06-2000,305,milk
04-06-2000,305,hand soap
04-06-2000,305,fruits
04-06-2000,305,laundry detergent
04-06-2000,305,vegetables
04-06-2000,306,eggs
04-06-2000,306,pork
04-06-2000,306,vegetables
04-06-2000,306,beef
04-06-2000,306,mixes
04-06-2000,306,ketchup
04-06-2000,306,vegetables
05-06-2000,307,bagels
05-06-2000,307,sandwich bags
05-06-2000,307,flour
05-06-2000,307,sugar
05-06-2000,307,beef
05-06-2000,307,individual meals
05-06-2000,307,cheeses
05-06-2000,307,pasta
05-06-2000,307,vegetables
05-06-2000,307,fruits
05-06-2000,307,dishwashing liquid/detergent
05-06-2000,307,yogurt
05-06-2000,307,spaghetti sauce
05-06-2000,307,paper towels
05-06-2000,307,spaghetti sauce
05-06-2000,307,butter
05-06-2000,307,mixes
05-06-2000,307,sandwich loaves
05-06-2000,307,hand soap
05-06-2000,307,cheeses
05-06-2000,307,tortillas
05-06-2000,307,vegetables
05-06-2000,307,ice cream
06-06-2000,308,pasta
06-06-2000,308,sandwich bags
06-06-2000,308,dishwashing liquid/detergent
06-06-2000,308,mixes
06-06-2000,308,tortillas
06-06-2000,308,dinner rolls
06-06-2000,308,shampoo
06-06-2000,308,all- purpose
06-06-2000,309,laundry detergent
06-06-2000,309,juice
06-06-2000,309,pasta
06-06-2000,309,fruits
06-06-2000,309,lunch meat
06-06-2000,309,spaghetti sauce
06-06-2000,309,eggs
06-06-2000,309,laundry detergent
06-06-2000,309,poultry
06-06-2000,309,vegetables
06-06-2000,309,pasta
06-06-2000,309,bagels
06-06-2000,309,vegetables
06-06-2000,309,pasta
06-06-2000,309,cereals
06-06-2000,309,pork
06-06-2000,309,pork
06-06-2000,309,sugar
06-06-2000,309,sandwich bags
06-06-2000,309,all- purpose
06-06-2000,309,paper towels
06-06-2000,309,cheeses
06-06-2000,309,butter
06-06-2000,309,shampoo
06-06-2000,309,aluminum foil
06-06-2000,310,vegetables
06-06-2000,310,sandwich loaves
06-06-2000,310,spaghetti sauce
06-06-2000,310,milk
06-06-2000,310,yogurt
06-06-2000,310,eggs
06-06-2000,310,laundry detergent
06-06-2000,310,fruits
06-06-2000,310,waffles
06-06-2000,310,soap
06-06-2000,310,ice cream
06-06-2000,310,vegetables
06-06-2000,310,laundry detergent
06-06-2000,310,waffles
06-06-2000,310,all- purpose
06-06-2000,310,pasta
06-06-2000,310,spaghetti sauce
06-06-2000,310,waffles
06-06-2000,310,milk
06-06-2000,310,shampoo
06-06-2000,310,shampoo
06-06-2000,310,fruits
06-06-2000,310,soap
06-06-2000,310,mixes
06-06-2000,310,milk
07-06-2000,311,cereals
07-06-2000,311,sugar
07-06-2000,311,lunch meat
07-06-2000,311,sandwich loaves
07-06-2000,311,bagels
07-06-2000,311,waffles
07-06-2000,311,sandwich bags
07-06-2000,311,hand soap
07-06-2000,311,soda
07-06-2000,311,beef
07-06-2000,311,cheeses
07-06-2000,311,sugar
07-06-2000,311,coffee/tea
07-06-2000,311,soap
07-06-2000,311,butter
07-06-2000,311,poultry
07-06-2000,311,tortillas
07-06-2000,311,eggs
07-06-2000,311,aluminum foil
07-06-2000,311,sugar
07-06-2000,311,yogurt
07-06-2000,311,coffee/tea
07-06-2000,311,laundry detergent
07-06-2000,311,shampoo
07-06-2000,311,milk
07-06-2000,311,paper towels
07-06-2000,311,poultry
07-06-2000,311,beef
07-06-2000,311,shampoo
07-06-2000,311,ice cream
07-06-2000,311,pork
07-06-2000,311,pasta
07-06-2000,312,beef
07-06-2000,312,sugar
07-06-2000,312,dishwashing liquid/detergent
07-06-2000,312,dinner rolls
07-06-2000,312,toilet paper
07-06-2000,312,spaghetti sauce
07-06-2000,312,beef
07-06-2000,312,beef
07-06-2000,312,laundry detergent
07-06-2000,312,milk
07-06-2000,312,beef
07-06-2000,312,individual meals
07-06-2000,312,soap
07-06-2000,312,sugar
08-06-2000,313,sugar
08-06-2000,313,flour
08-06-2000,313,cereals
08-06-2000,313,dinner rolls
08-06-2000,313,pasta
08-06-2000,313,cheeses
08-06-2000,313,vegetables
08-06-2000,313,mixes
08-06-2000,313,ice cream
08-06-2000,313,lunch meat
08-06-2000,313,laundry detergent
08-06-2000,313,paper towels
08-06-2000,313,eggs
08-06-2000,313,sugar
09-06-2000,314,soap
09-06-2000,314,ice cream
09-06-2000,314,pork
09-06-2000,314,paper towels
09-06-2000,314,pasta
09-06-2000,314,soap
09-06-2000,314,butter
10-06-2000,315,pasta
10-06-2000,315,shampoo
10-06-2000,315,spaghetti sauce
10-06-2000,315,spaghetti sauce
10-06-2000,315,dinner rolls
10-06-2000,315,hand soap
10-06-2000,315,cheeses
10-06-2000,315,aluminum foil
10-06-2000,315,flour
10-06-2000,315,waffles
10-06-2000,315,laundry detergent
10-06-2000,315,paper towels
10-06-2000,315,bagels
10-06-2000,315,butter
10-06-2000,315,individual meals
10-06-2000,315,paper towels
10-06-2000,315,eggs
10-06-2000,315,vegetables
10-06-2000,315,coffee/tea
10-06-2000,315,paper towels
10-06-2000,315,fruits
10-06-2000,316,vegetables
10-06-2000,316,cereals
10-06-2000,316,toilet paper
10-06-2000,316,vegetables
10-06-2000,316,sugar
10-06-2000,316,all- purpose
10-06-2000,316,fruits
10-06-2000,316,shampoo
10-06-2000,316,tortillas
10-06-2000,316,flour
10-06-2000,316,laundry detergent
10-06-2000,316,sugar
11-06-2000,317,pasta
11-06-2000,317,waffles
11-06-2000,317,tortillas
11-06-2000,317,vegetables
11-06-2000,317,ice cream
11-06-2000,317,tortillas
11-06-2000,317,dishwashing liquid/detergent
11-06-2000,317,individual meals
11-06-2000,317,soda
11-06-2000,317,soap
11-06-2000,317,fruits
11-06-2000,317,sugar
11-06-2000,317,aluminum foil
11-06-2000,317,hand soap
11-06-2000,317,coffee/tea
11-06-2000,317,lunch meat
11-06-2000,317,eggs
11-06-2000,317,cheeses
11-06-2000,317,toilet paper
11-06-2000,317,butter
11-06-2000,317,eggs
11-06-2000,317,beef
11-06-2000,317,poultry
11-06-2000,317,beef
11-06-2000,317,vegetables
11-06-2000,317,spaghetti sauce
11-06-2000,317,vegetables
11-06-2000,317,pasta
11-06-2000,317,pasta
11-06-2000,317,aluminum foil
11-06-2000,317,hand soap
12-06-2000,318,sandwich loaves
12-06-2000,318,cheeses
12-06-2000,318,eggs
12-06-2000,318,shampoo
12-06-2000,318,pork
12-06-2000,318,pork
12-06-2000,318,shampoo
12-06-2000,318,shampoo
12-06-2000,318,ketchup
12-06-2000,318,waffles
12-06-2000,318,sandwich bags
13-06-2000,319,pork
13-06-2000,319,spaghetti sauce
13-06-2000,319,sandwich bags
13-06-2000,319,cereals
13-06-2000,319,beef
13-06-2000,319,lunch meat
13-06-2000,319,lunch meat
13-06-2000,319,soap
13-06-2000,319,dishwashing liquid/detergent
13-06-2000,319,poultry
13-06-2000,319,dinner rolls
13-06-2000,319,cereals
13-06-2000,319,vegetables
13-06-2000,320,waffles
13-06-2000,320,cheeses
13-06-2000,320,pasta
13-06-2000,320,laundry detergent
13-06-2000,320,pork
13-06-2000,320,laundry detergent
13-06-2000,320,all- purpose
13-06-2000,320,toilet paper
13-06-2000,320,pork
13-06-2000,320,all- purpose
13-06-2000,320,vegetables
13-06-2000,320,sandwich bags
13-06-2000,321,soda
13-06-2000,321,individual meals
13-06-2000,321,butter
13-06-2000,321,dishwashing liquid/detergent
13-06-2000,321,lunch meat
13-06-2000,321,cheeses
14-06-2000,322,ketchup
14-06-2000,322,individual meals
14-06-2000,322,flour
14-06-2000,322,juice
14-06-2000,322,milk
14-06-2000,322,vegetables
14-06-2000,322,shampoo
14-06-2000,322,cereals
14-06-2000,322,paper towels
14-06-2000,322,vegetables
14-06-2000,322,laundry detergent
14-06-2000,322,paper towels
14-06-2000,322,all- purpose
14-06-2000,322,coffee/tea
14-06-2000,322,hand soap
14-06-2000,322,ice cream
14-06-2000,322,cheeses
14-06-2000,322,cheeses
14-06-2000,322,mixes
14-06-2000,322,yogurt
14-06-2000,322,poultry
14-06-2000,322,ketchup
14-06-2000,322,pasta
14-06-2000,322,poultry
14-06-2000,322,vegetables
14-06-2000,322,sandwich loaves
14-06-2000,322,vegetables
14-06-2000,322,toilet paper
14-06-2000,322,vegetables
14-06-2000,322,ketchup
14-06-2000,322,tortillas
14-06-2000,322,aluminum foil
14-06-2000,322,shampoo
14-06-2000,323,ice cream
14-06-2000,323,ketchup
14-06-2000,323,flour
14-06-2000,323,vegetables
14-06-2000,323,cereals
14-06-2000,323,cereals
14-06-2000,323,bagels
14-06-2000,323,lunch meat
14-06-2000,323,hand soap
14-06-2000,323,coffee/tea
14-06-2000,323,sandwich bags
14-06-2000,323,sandwich bags
14-06-2000,323,all- purpose
14-06-2000,323,eggs
14-06-2000,323,coffee/tea
14-06-2000,323,bagels
14-06-2000,323,dinner rolls
15-06-2000,324,pasta
15-06-2000,324,bagels
15-06-2000,324,beef
15-06-2000,324,vegetables
15-06-2000,324,tortillas
15-06-2000,324,dinner rolls
15-06-2000,324,toilet paper
15-06-2000,324,aluminum foil
15-06-2000,324,vegetables
15-06-2000,324,fruits
15-06-2000,324,vegetables
15-06-2000,324,pork
15-06-2000,324,cheeses
15-06-2000,324,coffee/tea
15-06-2000,324,milk
15-06-2000,324,sugar
15-06-2000,324,poultry
15-06-2000,324,toilet paper
15-06-2000,324,spaghetti sauce
15-06-2000,324,lunch meat
15-06-2000,325,tortillas
15-06-2000,325,individual meals
15-06-2000,325,individual meals
15-06-2000,325,poultry
15-06-2000,325,fruits
15-06-2000,325,soda
15-06-2000,325,dishwashing liquid/detergent
15-06-2000,325,cereals
15-06-2000,325,aluminum foil
15-06-2000,325,aluminum foil
15-06-2000,325,pork
15-06-2000,325,ice cream
15-06-2000,325,vegetables
15-06-2000,325,lunch meat
16-06-2000,326,waffles
16-06-2000,326,individual meals
16-06-2000,326,vegetables
16-06-2000,326,pork
16-06-2000,326,tortillas
16-06-2000,326,sandwich bags
16-06-2000,326,aluminum foil
16-06-2000,326,individual meals
16-06-2000,326,coffee/tea
16-06-2000,326,cheeses
16-06-2000,326,bagels
16-06-2000,326,eggs
16-06-2000,326,soda
16-06-2000,326,flour
16-06-2000,326,yogurt
16-06-2000,326,ice cream
16-06-2000,326,poultry
16-06-2000,326,pork
16-06-2000,326,flour
16-06-2000,326,milk
16-06-2000,326,aluminum foil
16-06-2000,326,cheeses
16-06-2000,326,vegetables
16-06-2000,326,soda
16-06-2000,326,sandwich loaves
16-06-2000,326,cereals
16-06-2000,326,paper towels
16-06-2000,326,pasta
16-06-2000,326,beef
16-06-2000,326,coffee/tea
16-06-2000,326,yogurt
16-06-2000,326,vegetables
17-06-2000,327,ice cream
17-06-2000,327,mixes
17-06-2000,327,poultry
17-06-2000,327,vegetables
17-06-2000,327,toilet paper
17-06-2000,327,laundry detergent
17-06-2000,327,sugar
17-06-2000,327,poultry
17-06-2000,327,aluminum foil
17-06-2000,327,hand soap
17-06-2000,327,cereals
17-06-2000,327,cheeses
17-06-2000,327,coffee/tea
17-06-2000,327,beef
17-06-2000,327,bagels
17-06-2000,327,individual meals
17-06-2000,327,ice cream
17-06-2000,327,pasta
17-06-2000,327,pasta
17-06-2000,327,vegetables
17-06-2000,327,ketchup
17-06-2000,327,juice
17-06-2000,327,aluminum foil
17-06-2000,327,paper towels
17-06-2000,327,beef
17-06-2000,327,lunch meat
17-06-2000,327,shampoo
17-06-2000,327,waffles
17-06-2000,327,shampoo
17-06-2000,327,sandwich loaves
17-06-2000,327,sandwich bags
17-06-2000,328,coffee/tea
17-06-2000,328,sugar
17-06-2000,328,beef
17-06-2000,328,sugar
17-06-2000,328,soap
17-06-2000,328,waffles
17-06-2000,328,paper towels
17-06-2000,328,waffles
17-06-2000,328,cheeses
17-06-2000,328,sandwich bags
17-06-2000,328,paper towels
17-06-2000,328,cheeses
17-06-2000,328,fruits
17-06-2000,328,sandwich loaves
17-06-2000,328,aluminum foil
17-06-2000,328,ice cream
17-06-2000,328,coffee/tea
17-06-2000,328,vegetables
17-06-2000,329,poultry
17-06-2000,329,butter
17-06-2000,329,coffee/tea
17-06-2000,329,hand soap
17-06-2000,329,spaghetti sauce
17-06-2000,330,vegetables
17-06-2000,330,pasta
17-06-2000,330,mixes
17-06-2000,330,flour
17-06-2000,330,sandwich loaves
17-06-2000,330,cereals
17-06-2000,330,hand soap
17-06-2000,330,paper towels
17-06-2000,330,shampoo
17-06-2000,330,butter
17-06-2000,330,sandwich bags
17-06-2000,330,bagels
17-06-2000,330,fruits
17-06-2000,330,ice cream
17-06-2000,330,soap
17-06-2000,330,soda
17-06-2000,330,bagels
17-06-2000,330,juice
17-06-2000,330,ketchup
17-06-2000,330,soap
17-06-2000,330,eggs
17-06-2000,330,ketchup
17-06-2000,330,fruits
17-06-2000,330,sandwich loaves
17-06-2000,330,cereals
17-06-2000,330,milk
17-06-2000,330,spaghetti sauce
17-06-2000,330,vegetables
17-06-2000,330,hand soap
17-06-2000,330,mixes
17-06-2000,331,pasta
17-06-2000,331,bagels
17-06-2000,331,cereals
17-06-2000,331,milk
17-06-2000,331,bagels
17-06-2000,331,sandwich bags
17-06-2000,331,flour
17-06-2000,331,sandwich bags
17-06-2000,331,mixes
17-06-2000,331,shampoo
17-06-2000,331,yogurt
17-06-2000,331,tortillas
17-06-2000,331,spaghetti sauce
17-06-2000,331,toilet paper
17-06-2000,331,hand soap
17-06-2000,331,beef
17-06-2000,331,lunch meat
17-06-2000,331,yogurt
17-06-2000,331,butter
17-06-2000,331,dinner rolls
17-06-2000,331,lunch meat
17-06-2000,331,cheeses
17-06-2000,331,butter
18-06-2000,332,laundry detergent
18-06-2000,332,bagels
18-06-2000,332,bagels
18-06-2000,332,fruits
18-06-2000,332,coffee/tea
18-06-2000,332,coffee/tea
18-06-2000,332,spaghetti sauce
18-06-2000,332,cereals
18-06-2000,332,soda
18-06-2000,332,cheeses
18-06-2000,332,fruits
18-06-2000,332,beef
18-06-2000,332,toilet paper
19-06-2000,333,individual meals
19-06-2000,333,bagels
19-06-2000,333,waffles
19-06-2000,333,ketchup
19-06-2000,333,sandwich loaves
19-06-2000,333,spaghetti sauce
19-06-2000,333,sandwich bags
19-06-2000,333,soda
19-06-2000,333,milk
19-06-2000,333,sandwich bags
19-06-2000,333,yogurt
19-06-2000,333,cereals
19-06-2000,333,toilet paper
19-06-2000,333,ice cream
19-06-2000,333,juice
19-06-2000,333,fruits
19-06-2000,333,poultry
19-06-2000,334,individual meals
19-06-2000,334,mixes
19-06-2000,334,sugar
19-06-2000,334,sandwich loaves
19-06-2000,334,sandwich loaves
19-06-2000,334,hand soap
19-06-2000,334,sandwich bags
19-06-2000,334,soda
19-06-2000,334,vegetables
19-06-2000,334,individual meals
19-06-2000,334,vegetables
19-06-2000,334,eggs
19-06-2000,334,paper towels
19-06-2000,334,pasta
19-06-2000,334,vegetables
19-06-2000,334,milk
19-06-2000,334,all- purpose
19-06-2000,334,aluminum foil
19-06-2000,334,shampoo
19-06-2000,334,paper towels
19-06-2000,334,sugar
19-06-2000,334,ice cream
19-06-2000,334,pasta
19-06-2000,334,eggs
19-06-2000,334,soap
19-06-2000,334,milk
19-06-2000,334,beef
19-06-2000,334,sugar
19-06-2000,334,dishwashing liquid/detergent
19-06-2000,334,vegetables
19-06-2000,334,bagels
19-06-2000,334,mixes
19-06-2000,334,sugar
19-06-2000,335,cereals
19-06-2000,335,bagels
19-06-2000,335,flour
19-06-2000,335,ice cream
19-06-2000,335,pork
19-06-2000,335,toilet paper
19-06-2000,335,waffles
19-06-2000,335,toilet paper
19-06-2000,335,yogurt
19-06-2000,335,sandwich loaves
19-06-2000,335,eggs
19-06-2000,335,soap
19-06-2000,335,cheeses
19-06-2000,335,sugar
19-06-2000,335,cheeses
19-06-2000,335,fruits
19-06-2000,335,sugar
19-06-2000,335,pasta
19-06-2000,335,aluminum foil
19-06-2000,335,sandwich loaves
19-06-2000,335,aluminum foil
19-06-2000,335,pasta
19-06-2000,335,aluminum foil
19-06-2000,335,beef
19-06-2000,335,pasta
19-06-2000,335,spaghetti sauce
19-06-2000,335,poultry
19-06-2000,335,juice
19-06-2000,335,pork
20-06-2000,336,lunch meat
20-06-2000,336,sugar
20-06-2000,336,shampoo
20-06-2000,336,yogurt
20-06-2000,336,vegetables
20-06-2000,336,flour
20-06-2000,336,hand soap
20-06-2000,336,juice
20-06-2000,336,yogurt
20-06-2000,336,pasta
20-06-2000,336,poultry
20-06-2000,336,vegetables
20-06-2000,336,shampoo
20-06-2000,336,sugar
20-06-2000,336,dinner rolls
20-06-2000,336,waffles
20-06-2000,336,beef
20-06-2000,336,beef
20-06-2000,336,spaghetti sauce
21-06-2000,337,toilet paper
21-06-2000,337,juice
21-06-2000,337,aluminum foil
21-06-2000,337,paper towels
21-06-2000,337,coffee/tea
21-06-2000,337,individual meals
21-06-2000,337,cereals
21-06-2000,337,shampoo
21-06-2000,337,vegetables
21-06-2000,337,beef
21-06-2000,337,cheeses
21-06-2000,337,individual meals
21-06-2000,337,bagels
21-06-2000,337,sandwich loaves
21-06-2000,337,aluminum foil
21-06-2000,337,flour
21-06-2000,337,vegetables
21-06-2000,337,dishwashing liquid/detergent
21-06-2000,337,lunch meat
21-06-2000,337,sugar
21-06-2000,337,all- purpose
21-06-2000,337,flour
21-06-2000,337,yogurt
21-06-2000,337,bagels
21-06-2000,337,individual meals
21-06-2000,337,tortillas
21-06-2000,337,individual meals
21-06-2000,338,lunch meat
21-06-2000,338,pork
21-06-2000,338,individual meals
21-06-2000,338,aluminum foil
21-06-2000,338,individual meals
21-06-2000,338,cereals
21-06-2000,338,aluminum foil
21-06-2000,338,ice cream
21-06-2000,338,ice cream
21-06-2000,338,dinner rolls
21-06-2000,338,fruits
21-06-2000,338,poultry
21-06-2000,338,laundry detergent
21-06-2000,338,spaghetti sauce
21-06-2000,338,poultry
21-06-2000,338,coffee/tea
21-06-2000,338,individual meals
21-06-2000,338,dinner rolls
21-06-2000,338,ice cream
22-06-2000,339,butter
22-06-2000,339,pork
22-06-2000,339,shampoo
22-06-2000,339,waffles
22-06-2000,339,vegetables
22-06-2000,339,vegetables
22-06-2000,339,dinner rolls
22-06-2000,339,spaghetti sauce
22-06-2000,339,fruits
22-06-2000,339,juice
22-06-2000,339,sandwich loaves
22-06-2000,339,butter
22-06-2000,339,butter
22-06-2000,339,lunch meat
22-06-2000,339,beef
22-06-2000,339,vegetables
22-06-2000,339,waffles
22-06-2000,339,yogurt
22-06-2000,340,vegetables
22-06-2000,340,milk
22-06-2000,340,ice cream
22-06-2000,340,flour
22-06-2000,340,sandwich loaves
22-06-2000,340,shampoo
22-06-2000,340,sandwich bags
22-06-2000,340,flour
22-06-2000,340,bagels
22-06-2000,340,butter
22-06-2000,340,ketchup
22-06-2000,340,lunch meat
22-06-2000,340,vegetables
22-06-2000,340,individual meals
22-06-2000,340,cheeses
23-06-2000,341,all- purpose
23-06-2000,341,cereals
23-06-2000,341,hand soap
23-06-2000,341,cheeses
23-06-2000,341,pasta
23-06-2000,341,milk
23-06-2000,341,vegetables
23-06-2000,341,mixes
24-06-2000,342,sandwich loaves
24-06-2000,342,butter
24-06-2000,342,eggs
24-06-2000,342,hand soap
24-06-2000,342,beef
24-06-2000,342,vegetables
24-06-2000,342,cereals
24-06-2000,342,vegetables
24-06-2000,342,vegetables
24-06-2000,342,coffee/tea
24-06-2000,342,yogurt
24-06-2000,342,vegetables
24-06-2000,342,individual meals
24-06-2000,342,mixes
24-06-2000,342,toilet paper
24-06-2000,342,laundry detergent
25-06-2000,343,cereals
25-06-2000,343,mixes
25-06-2000,343,toilet paper
25-06-2000,343,pasta
25-06-2000,343,shampoo
25-06-2000,343,waffles
25-06-2000,343,flour
25-06-2000,343,sandwich loaves
25-06-2000,343,beef
25-06-2000,343,dinner rolls
25-06-2000,343,soda
25-06-2000,343,soap
25-06-2000,343,ketchup
25-06-2000,343,waffles
25-06-2000,343,pork
25-06-2000,343,coffee/tea
25-06-2000,343,flour
25-06-2000,343,flour
25-06-2000,343,aluminum foil
25-06-2000,343,dishwashing liquid/detergent
25-06-2000,343,pork
25-06-2000,343,bagels
25-06-2000,343,pork
25-06-2000,343,cheeses
25-06-2000,343,vegetables
25-06-2000,343,juice
25-06-2000,343,dinner rolls
25-06-2000,343,sugar
25-06-2000,343,laundry detergent
26-06-2000,344,dishwashing liquid/detergent
26-06-2000,344,poultry
26-06-2000,344,cheeses
26-06-2000,344,tortillas
26-06-2000,344,all- purpose
26-06-2000,344,all- purpose
26-06-2000,344,bagels
26-06-2000,344,cereals
26-06-2000,344,sandwich bags
26-06-2000,344,milk
26-06-2000,344,flour
26-06-2000,345,coffee/tea
26-06-2000,345,ice cream
26-06-2000,345,poultry
26-06-2000,345,cereals
26-06-2000,345,flour
26-06-2000,345,eggs
26-06-2000,345,ice cream
26-06-2000,346,all- purpose
26-06-2000,346,shampoo
26-06-2000,346,individual meals
26-06-2000,346,pork
26-06-2000,346,aluminum foil
26-06-2000,346,tortillas
26-06-2000,346,aluminum foil
26-06-2000,346,sugar
26-06-2000,346,soda
26-06-2000,346,aluminum foil
26-06-2000,346,poultry
26-06-2000,346,juice
26-06-2000,346,fruits
27-06-2000,347,tortillas
27-06-2000,347,poultry
27-06-2000,347,soap
27-06-2000,347,flour
27-06-2000,347,yogurt
27-06-2000,347,milk
27-06-2000,347,laundry detergent
27-06-2000,347,cereals
27-06-2000,347,soap
27-06-2000,347,coffee/tea
27-06-2000,347,sugar
27-06-2000,347,soap
27-06-2000,347,poultry
27-06-2000,347,soda
27-06-2000,347,pasta
27-06-2000,347,cereals
27-06-2000,347,toilet paper
28-06-2000,348,lunch meat
28-06-2000,348,flour
28-06-2000,348,hand soap
28-06-2000,348,butter
28-06-2000,348,yogurt
28-06-2000,348,fruits
28-06-2000,348,vegetables
28-06-2000,348,cheeses
28-06-2000,348,sandwich bags
28-06-2000,348,sandwich loaves
28-06-2000,348,butter
28-06-2000,348,sandwich bags
28-06-2000,348,tortillas
28-06-2000,348,individual meals
28-06-2000,348,soda
28-06-2000,348,aluminum foil
28-06-2000,348,waffles
28-06-2000,348,sugar
28-06-2000,348,dinner rolls
28-06-2000,348,tortillas
28-06-2000,348,tortillas
28-06-2000,349,spaghetti sauce
28-06-2000,349,soda
28-06-2000,349,fruits
28-06-2000,349,beef
28-06-2000,349,lunch meat
28-06-2000,349,sandwich bags
28-06-2000,349,vegetables
29-06-2000,350,waffles
29-06-2000,350,soda
29-06-2000,350,flour
29-06-2000,350,mixes
29-06-2000,350,milk
29-06-2000,350,tortillas
29-06-2000,350,shampoo
29-06-2000,350,toilet paper
29-06-2000,350,ice cream
29-06-2000,350,soda
29-06-2000,350,toilet paper
29-06-2000,350,lunch meat
29-06-2000,350,juice
29-06-2000,350,vegetables
29-06-2000,350,yogurt
29-06-2000,350,poultry
29-06-2000,350,sandwich bags
29-06-2000,350,soda
29-06-2000,350,milk
29-06-2000,350,beef
29-06-2000,350,juice
29-06-2000,350,coffee/tea
29-06-2000,350,vegetables
29-06-2000,350,juice
29-06-2000,350,ice cream
29-06-2000,350,ice cream
29-06-2000,351,aluminum foil
29-06-2000,351,sugar
29-06-2000,351,dinner rolls
29-06-2000,351,spaghetti sauce
29-06-2000,351,tortillas
29-06-2000,351,tortillas
29-06-2000,351,mixes
29-06-2000,351,lunch meat
29-06-2000,351,beef
29-06-2000,351,bagels
29-06-2000,351,all- purpose
29-06-2000,351,tortillas
29-06-2000,351,pork
29-06-2000,351,toilet paper
29-06-2000,351,vegetables
29-06-2000,351,individual meals
29-06-2000,351,poultry
29-06-2000,351,soap
29-06-2000,351,shampoo
29-06-2000,351,waffles
29-06-2000,351,fruits
29-06-2000,351,laundry detergent
29-06-2000,352,laundry detergent
29-06-2000,352,mixes
29-06-2000,352,beef
29-06-2000,352,lunch meat
29-06-2000,352,paper towels
30-06-2000,353,sandwich bags
30-06-2000,353,soda
30-06-2000,353,juice
30-06-2000,353,pasta
30-06-2000,353,ice cream
30-06-2000,353,hand soap
30-06-2000,353,milk
30-06-2000,353,vegetables
30-06-2000,353,sugar
01-07-2000,354,pork
01-07-2000,354,ketchup
01-07-2000,354,laundry detergent
01-07-2000,354,dishwashing liquid/detergent
01-07-2000,354,aluminum foil
01-07-2000,354,coffee/tea
01-07-2000,354,pork
01-07-2000,354,tortillas
01-07-2000,354,soap
01-07-2000,354,poultry
01-07-2000,354,hand soap
01-07-2000,354,pasta
01-07-2000,354,milk
01-07-2000,354,sandwich bags
01-07-2000,354,sandwich loaves
01-07-2000,354,all- purpose
01-07-2000,354,fruits
01-07-2000,354,soda
01-07-2000,354,pork
01-07-2000,354,milk
01-07-2000,354,spaghetti sauce
01-07-2000,354,soda
01-07-2000,354,dinner rolls
01-07-2000,354,lunch meat
02-07-2000,355,lunch meat
02-07-2000,355,waffles
02-07-2000,355,lunch meat
02-07-2000,355,poultry
02-07-2000,355,coffee/tea
02-07-2000,355,dinner rolls
02-07-2000,355,lunch meat
02-07-2000,355,poultry
02-07-2000,355,vegetables
02-07-2000,355,dishwashing liquid/detergent
02-07-2000,355,laundry detergent
02-07-2000,355,mixes
02-07-2000,355,toilet paper
02-07-2000,355,ice cream
02-07-2000,356,cheeses
02-07-2000,356,cereals
02-07-2000,356,sandwich bags
02-07-2000,356,toilet paper
02-07-2000,356,sugar
02-07-2000,356,sandwich loaves
02-07-2000,356,ketchup
02-07-2000,356,sugar
02-07-2000,356,soda
02-07-2000,356,butter
02-07-2000,356,milk
02-07-2000,356,sandwich loaves
02-07-2000,356,shampoo
02-07-2000,356,sandwich bags
02-07-2000,356,milk
02-07-2000,356,fruits
02-07-2000,356,cheeses
02-07-2000,356,spaghetti sauce
02-07-2000,356,paper towels
03-07-2000,357,coffee/tea
03-07-2000,357,beef
